transaction_id,account_id,customer_id,branch_id,transaction_datetime,transaction_type,transaction_amount,currency,channel,merchant_category,transaction_city,device_id,transaction_status,fee_amount,operational_cost,fraud_confirmed,high_value_flag,rapid_transaction_flag,location_change_flag,failed_transaction_flag,basic_fraud_flag_count,previous_transaction_time,minutes_since_previous,unusual_amount_flag,previous_city,multiple_device_flag,unusual_merchant_flag,repeated_failed_flag,failed_login_flag,previous_customer_transaction,days_since_previous,high_value_after_dormant_flag
T00008380,A000028,C00021,B012,2026-06-19 08:30:39,Credit,29926.54,INR,Mobile Banking,Dining,Mumbai,D00021-1,Success,13.56,24.18,No,1,0,0,0,1,2026-04-27 22:28:41,75481.96666666666,1,Mumbai,0,0,0,0,2026-04-27 22:28:41,52.41803240740741,1
T00017977,A000031,C00023,B008,2025-03-25 12:43:54,Debit,19840.93,INR,UPI,Dining,Chennai,D00023-1,Success,3.18,14.73,No,1,0,0,0,1,2024-12-29 12:15:27,123868.45,1,Chennai,0,0,0,0,2024-12-29 12:15:27,86.01975694444444,1
T00017129,A000034,C00025,B014,2024-10-23 17:01:58,Debit,23090.76,INR,Net Banking,Fuel,Hyderabad,D00025-1,Success,14.7,15.67,No,1,0,0,0,1,2024-09-07 02:44:31,67097.45,1,Hyderabad,0,0,1,0,2024-09-07 02:44:31,46.59545138888889,1
T00000608,A000034,C00025,B014,2026-01-14 16:39:43,Debit,30752.84,INR,Mobile Banking,Travel,Hyderabad,D00025-1,Success,25.22,18.14,No,1,0,0,0,1,2025-12-13 05:53:29,46726.23333333333,1,Hyderabad,0,0,1,0,2025-12-13 05:53:29,32.44877314814815,1
T00019715,A000040,C00028,B013,2026-01-02 17:44:10,Debit,47072.51,INR,Net Banking,Transfer,Mumbai,D00028-1,Success,6.32,25.26,No,1,0,0,0,1,2025-08-04 04:54:41,218209.48333333334,1,Mumbai,0,0,0,0,2025-08-04 04:54:41,151.53436342592593,1
T00006309,A000043,C00030,B005,2024-11-02 09:32:51,Debit,29288.15,INR,UPI,E-Commerce,Kochi,D00030-1,Success,19.6,29.61,No,1,0,0,0,1,2024-06-23 18:22:59,189549.86666666667,1,Kochi,0,0,0,0,2024-06-23 18:22:59,131.63185185185185,1
T00019421,A000046,C00032,B004,2025-01-04 23:04:06,Debit,36442.5,INR,ATM,E-Commerce,Mumbai,D00032-1,Success,23.53,20.63,No,1,0,0,0,1,2024-11-05 03:10:02,87594.06666666667,1,Mumbai,0,0,0,0,2024-11-05 03:10:02,60.82921296296296,1
T00004431,A000046,C00032,B004,2026-08-30 19:16:03,Debit,32903.98,INR,UPI,Electronics,Mumbai,D00032-1,Success,18.67,29.81,No,1,0,0,0,1,2026-06-09 23:49:18,117806.75,1,Mumbai,0,0,0,0,2026-06-09 23:49:18,81.81024305555556,1
T00026038,A000047,C00033,B014,2026-07-07 00:32:00,Debit,73000.41,INR,Net Banking,Transfer,Pune,D00033-1,Failed,0.0,10.0,No,1,0,0,1,2,2026-05-12 12:02:45,79949.25,1,Pune,0,0,1,1,2026-05-12 12:02:45,55.5203125,1
T00000273,A000049,C00034,B008,2025-05-22 04:02:05,Debit,27673.92,INR,Mobile Banking,Electronics,Delhi,D00034-1,Success,22.08,23.69,No,1,0,0,0,1,2025-04-06 21:13:58,65208.11666666667,1,Delhi,0,0,0,1,2025-04-06 21:13:58,45.28341435185185,1
T00004105,A000053,C00037,B008,2025-11-12 23:04:53,Debit,33592.73,INR,Net Banking,Healthcare,Kolkata,D00037-1,Success,14.62,18.8,No,1,0,0,0,1,2025-10-01 06:31:14,61473.65,1,Kolkata,0,0,0,0,2025-10-01 06:31:14,42.69003472222222,1
T00015777,A000056,C00039,B007,2025-12-20 07:22:13,Debit,20876.37,INR,Mobile Banking,Healthcare,Kolkata,D00039-1,Success,25.78,3.73,No,1,0,0,0,1,2025-10-19 21:12:05,88450.13333333333,1,Kolkata,0,0,0,1,2025-10-19 21:12:05,61.4237037037037,1
T00011177,A000057,C00040,B012,2026-03-28 13:14:18,Debit,23290.33,INR,Mobile Banking,Transfer,Kolkata,D00040-1,Success,22.12,24.98,No,1,0,0,0,1,2026-02-07 15:49:05,70405.21666666666,1,Kolkata,0,0,1,0,2026-02-07 15:49:05,48.89251157407407,1
T00014210,A000061,C00042,B010,2026-06-07 20:55:06,Credit,22182.69,INR,Net Banking,Fuel,Kochi,D00042-1,Success,18.06,23.37,No,1,0,0,0,1,2026-04-28 13:15:33,58059.55,1,Kochi,0,0,0,1,2026-04-28 13:15:33,40.31913194444444,1
T00004913,A000061,C00042,B010,2026-07-26 14:13:30,Debit,51344.7,INR,UPI,ATM,Kochi,D00042-1,Success,7.77,22.6,No,1,0,0,0,1,2026-06-20 11:38:26,51995.066666666666,1,Kochi,0,0,0,1,2026-06-20 11:38:26,36.10768518518518,1
T00020724,A000069,C00045,B025,2025-06-05 11:45:18,Debit,22068.9,INR,Mobile Banking,Dining,Mumbai,D00045-1,Success,34.12,13.08,No,1,0,0,0,1,2025-04-27 23:25:25,55459.88333333333,1,Mumbai,0,0,0,1,2025-04-27 23:25:25,38.51380787037037,1
T00007782,A000070,C00045,B025,2025-11-23 11:47:17,Debit,39461.47,INR,Net Banking,Healthcare,Mumbai,D00045-1,Success,26.62,4.31,No,1,0,0,0,1,2025-09-25 19:27:38,84499.65,1,Mumbai,0,0,0,1,2025-09-25 19:27:38,58.6803125,1
T00026126,A000069,C00045,B025,2026-05-06 05:32:00,Debit,41106.59,INR,Card,Travel,Chennai,D00045-1,Success,30.0,18.0,Yes,1,0,0,0,1,2026-04-04 08:09:23,45922.61666666667,1,Mumbai,0,0,0,1,2026-04-04 08:09:23,31.890706018518518,1
T00009456,A000080,C00050,B004,2024-11-11 03:54:30,Debit,28892.88,INR,Card,Healthcare,Madurai,D00050-1,Success,0.06,12.7,No,1,0,0,0,1,2024-10-10 01:32:54,46221.6,1,Madurai,0,0,0,0,2024-10-10 01:32:54,32.098333333333336,1
T00005085,A000081,C00051,B006,2026-05-17 11:42:26,Debit,20976.27,INR,Mobile Banking,Dining,Kochi,D00051-1,Success,20.9,28.6,No,1,0,0,0,1,2026-03-29 12:34:25,70508.01666666666,1,Kochi,0,0,0,1,2026-03-29 12:34:25,48.96390046296296,1
T00014747,A000090,C00055,B008,2024-04-28 04:42:46,Debit,42088.95,INR,ATM,Fuel,Kochi,D00055-1,Success,17.56,29.29,No,1,0,0,0,1,2024-03-24 10:05:52,50076.9,1,Kochi,0,0,0,1,2024-03-24 10:05:52,34.775625,1
T00023490,A000090,C00055,B008,2024-09-03 11:40:50,Debit,22795.36,INR,Card,E-Commerce,Kochi,D00055-1,Success,20.49,13.13,No,1,0,0,0,1,2024-07-09 21:26:18,80054.53333333334,1,Kochi,0,0,0,1,2024-07-09 21:26:18,55.59342592592593,1
T00003459,A000091,C00055,B008,2026-08-01 14:21:59,Debit,23128.86,INR,UPI,Fuel,Kochi,D00055-1,Failed,10.96,26.05,No,1,0,0,1,2,2026-06-12 11:02:13,72199.76666666666,1,Kochi,0,0,0,1,2026-06-12 11:02:13,50.13872685185185,1
T00006960,A000094,C00057,B003,2025-01-12 00:11:33,Debit,24589.37,INR,UPI,Dining,Bengaluru,D00057-1,Success,13.76,10.96,No,1,0,0,0,1,2024-07-13 14:43:56,262647.61666666664,1,Bengaluru,0,0,0,1,2024-07-13 14:43:56,182.39417824074073,1
T00003267,A000097,C00060,B016,2026-04-04 21:30:14,Debit,45058.07,INR,Mobile Banking,Electronics,Coimbatore,D00060-1,Success,0.5,14.2,No,1,0,0,0,1,2026-02-25 00:26:23,55983.85,1,Coimbatore,0,0,1,0,2026-02-25 00:26:23,38.87767361111111,1
T00000533,A000110,C00067,B023,2026-05-16 00:33:20,Debit,79349.56,INR,Mobile Banking,Fuel,Pune,D00067-1,Success,30.82,8.33,No,1,0,0,0,1,2026-04-05 07:30:33,58622.78333333333,1,Pune,0,0,0,0,2026-04-05 07:30:33,40.7102662037037,1
T00020784,A000114,C00069,B021,2026-02-19 11:22:23,Debit,31051.36,INR,Net Banking,Transfer,Bengaluru,D00069-1,Success,18.88,25.9,No,1,0,0,0,1,2026-01-16 07:50:19,49172.066666666666,1,Bengaluru,0,0,0,1,2026-01-16 07:50:19,34.147268518518516,1
T00003672,A000114,C00069,B021,2026-06-25 07:26:13,Debit,41789.39,INR,Net Banking,Electronics,Bengaluru,D00069-1,Success,4.96,29.95,No,1,0,0,0,1,2026-04-06 08:01:04,115165.15,1,Bengaluru,0,0,0,1,2026-04-06 08:01:04,79.97579861111112,1
T00022025,A000119,C00073,B016,2024-03-01 16:39:39,Debit,21448.64,INR,Net Banking,Healthcare,Hyderabad,D00073-1,Success,20.4,16.27,No,1,0,0,0,1,2024-01-05 14:19:00,80780.65,1,Hyderabad,0,0,0,0,2024-01-05 14:19:00,56.09767361111111,1
T00018685,A000120,C00074,B025,2025-11-11 09:57:44,Credit,33099.07,INR,UPI,Utilities,Hyderabad,D00074-1,Success,1.95,2.25,No,1,0,0,0,1,2025-09-29 16:19:06,61538.63333333333,1,Hyderabad,0,0,0,0,2025-09-29 16:19:06,42.735162037037036,1
T00025326,A000120,C00074,B025,2026-07-29 16:12:30,Debit,28907.08,INR,ATM,Fuel,Hyderabad,D00074-1,Success,17.39,14.18,No,1,0,0,0,1,2026-05-29 20:21:29,87591.01666666666,1,Hyderabad,0,0,0,0,2026-05-29 20:21:29,60.82709490740741,1
T00001553,A000124,C00077,B010,2026-04-26 13:07:50,Debit,27479.12,INR,UPI,Travel,Pune,D00077-1,Success,16.58,13.79,No,1,0,0,0,1,2026-03-26 21:19:52,44147.96666666667,1,Pune,0,0,0,1,2026-03-26 21:19:52,30.658310185185186,1
T00022401,A000126,C00079,B012,2025-11-08 14:44:17,Debit,29402.68,INR,UPI,E-Commerce,Madurai,D00079-1,Success,16.09,5.66,No,1,0,0,0,1,2025-10-02 16:40:42,53163.583333333336,1,Madurai,1,0,0,0,2025-10-02 16:40:42,36.91915509259259,1
T00014496,A000126,C00079,B012,2026-06-10 16:32:54,Debit,33525.9,INR,Card,Healthcare,Madurai,D00079-1,Success,27.82,11.21,No,1,0,0,0,1,2026-05-10 20:42:28,44390.433333333334,1,Madurai,1,0,0,0,2026-05-10 20:42:28,30.826689814814817,1
T00026085,A000133,C00085,B012,2026-01-21 14:26:00,Debit,78611.33,INR,Card,Travel,Bengaluru,D00085-1,Success,30.0,18.0,Yes,1,0,0,0,1,2025-12-01 19:55:36,73110.4,1,Hyderabad,0,0,0,1,2025-12-01 19:55:36,50.77111111111111,1
T00010762,A000136,C00087,B021,2025-07-18 18:32:51,Debit,19785.22,INR,ATM,ATM,Coimbatore,D00087-1,Success,1.25,25.88,No,1,0,0,0,1,2025-06-11 03:21:44,54191.11666666667,1,Coimbatore,0,0,0,1,2025-06-11 03:21:44,37.632719907407406,1
T00003105,A000137,C00088,B020,2024-09-07 04:23:12,Debit,44725.88,INR,UPI,E-Commerce,Bengaluru,D00088-1,Success,31.32,6.74,No,1,0,0,0,1,2024-07-02 06:41:34,96341.63333333333,1,Bengaluru,0,0,0,1,2024-07-02 06:41:34,66.90391203703703,1
T00017398,A000137,C00088,B020,2025-08-10 04:01:34,Credit,22412.65,INR,Net Banking,E-Commerce,Bengaluru,D00088-1,Success,26.79,29.07,No,1,0,0,0,1,2025-06-04 17:30:21,95671.21666666666,1,Bengaluru,0,0,0,1,2025-06-04 17:30:21,66.43834490740741,1
T00017686,A000138,C00089,B024,2025-04-05 11:40:24,Credit,24095.79,INR,UPI,Utilities,Madurai,D00089-1,Success,19.57,6.66,No,1,0,0,0,1,2025-02-05 18:09:55,84570.48333333334,1,Madurai,0,0,0,1,2025-02-05 18:09:55,58.729502314814816,1
T00004309,A000144,C00094,B005,2024-06-09 08:21:47,Debit,22926.57,INR,Net Banking,ATM,Hyderabad,D00094-1,Success,14.73,16.96,No,1,0,0,0,1,2024-02-06 05:28:17,178733.5,1,Hyderabad,0,0,0,0,2024-02-06 05:28:17,124.1204861111111,1
T00020638,A000148,C00096,B020,2024-09-20 17:49:53,Debit,40036.29,INR,UPI,Dining,Kochi,D00096-1,Success,2.48,21.58,No,1,0,0,0,1,2024-07-29 01:02:22,77327.51666666666,1,Kochi,0,0,0,1,2024-07-29 01:02:22,53.69966435185185,1
T00000201,A000157,C00102,B009,2025-10-06 04:10:05,Debit,28122.4,INR,UPI,Utilities,Pune,D00102-1,Success,12.26,5.57,No,1,0,0,0,1,2025-01-16 01:03:27,378906.63333333336,1,Pune,0,0,0,1,2025-01-16 01:03:27,263.12960648148146,1
T00015244,A000162,C00105,B015,2024-08-27 15:47:51,Credit,31612.16,INR,Net Banking,Healthcare,Pune,D00105-1,Success,21.67,12.23,No,1,0,0,0,1,2024-07-11 02:35:48,68472.05,1,Pune,0,0,0,0,2024-07-11 02:35:48,47.55003472222222,1
T00008917,A000164,C00107,B014,2024-07-01 17:11:58,Debit,58332.77,INR,Mobile Banking,Utilities,Coimbatore,D00107-1,Success,14.35,26.81,No,1,0,0,0,1,2024-03-10 12:26:48,163005.16666666666,1,Coimbatore,0,0,0,0,2024-03-10 12:26:48,113.19803240740741,1
T00019106,A000164,C00107,B014,2025-01-07 15:23:57,Debit,45550.3,INR,Mobile Banking,Electronics,Coimbatore,D00107-1,Success,29.64,27.29,No,1,0,0,0,1,2024-09-24 23:25:29,150718.46666666667,1,Coimbatore,0,0,0,0,2024-09-24 23:25:29,104.66560185185185,1
T00013039,A000169,C00110,B006,2024-05-17 23:39:32,Debit,29718.52,INR,Card,Transfer,Mumbai,D00110-1,Success,7.25,27.32,No,1,0,0,0,1,2024-04-15 03:36:02,47283.5,1,Mumbai,0,0,0,0,2024-04-15 03:36:02,32.83576388888889,1
T00023204,A000168,C00110,B006,2025-08-21 21:34:50,Debit,41540.58,INR,Card,E-Commerce,Mumbai,D00110-1,Success,9.82,25.33,No,1,0,0,0,1,2025-06-05 12:04:33,111450.28333333334,1,Mumbai,0,0,0,0,2025-06-05 12:04:33,77.3960300925926,1
T00015257,A000171,C00112,B020,2025-09-16 09:04:46,Debit,35828.45,INR,UPI,Electronics,Madurai,D00112-1,Success,11.65,15.22,No,1,0,0,0,1,2025-06-04 20:59:30,149045.26666666666,1,Madurai,0,0,0,1,2025-06-04 20:59:30,103.5036574074074,1
T00002792,A000185,C00122,B016,2024-08-01 13:32:15,Debit,20979.1,INR,Mobile Banking,Utilities,Madurai,D00122-1,Success,14.9,21.02,No,1,0,0,0,1,2024-06-26 20:01:51,51450.4,1,Madurai,0,0,0,1,2024-06-26 20:01:51,35.72944444444445,1
T00001695,A000185,C00122,B016,2024-10-31 22:53:33,Debit,25017.8,INR,UPI,Healthcare,Madurai,D00122-1,Success,26.15,15.0,No,1,0,0,0,1,2024-08-01 13:32:15,131601.3,1,Madurai,0,0,0,1,2024-08-01 13:32:15,91.38979166666667,1
T00002624,A000186,C00123,B013,2024-08-30 22:14:03,Debit,26363.52,INR,ATM,Electronics,Pune,D00123-1,Success,12.88,7.83,No,1,0,0,0,1,2024-07-07 17:20:07,78053.93333333333,1,Pune,0,0,0,1,2024-07-07 17:20:07,54.20412037037037,1
T00011821,A000186,C00123,B013,2025-11-03 09:01:19,Debit,38344.24,INR,UPI,Fuel,Pune,D00123-1,Success,15.81,16.64,No,1,0,0,0,1,2025-08-31 00:51:39,92649.66666666667,1,Pune,0,0,0,1,2025-08-31 00:51:39,64.3400462962963,1
T00017608,A000187,C00124,B006,2026-03-22 15:54:25,Debit,33504.34,INR,Card,Healthcare,Coimbatore,D00124-1,Success,19.64,21.13,No,1,0,0,0,1,2026-02-11 14:00:50,56273.583333333336,1,Coimbatore,0,0,0,1,2026-02-11 14:00:50,39.07887731481482,1
T00011579,A000191,C00127,B002,2025-08-31 10:14:17,Debit,24099.89,INR,Card,Electronics,Mumbai,D00127-1,Success,3.83,6.16,No,1,0,0,0,1,2025-07-24 12:50:33,54563.73333333333,1,Mumbai,0,0,0,0,2025-07-24 12:50:33,37.891481481481485,1
T00007369,A000192,C00128,B008,2025-12-02 14:58:09,Debit,32504.14,INR,UPI,Dining,Bengaluru,D00128-1,Success,3.08,29.21,No,1,0,0,0,1,2025-09-30 09:37:40,91040.48333333334,1,Bengaluru,0,0,0,1,2025-09-30 09:37:40,63.22255787037037,1
T00006346,A000192,C00128,B008,2026-05-14 14:07:27,Debit,44559.82,INR,Mobile Banking,Utilities,Bengaluru,D00128-1,Success,16.45,8.62,No,1,0,0,0,1,2026-04-10 12:39:53,49047.566666666666,1,Bengaluru,0,0,0,1,2026-04-10 12:39:53,34.06081018518518,1
T00022950,A000195,C00130,B022,2026-06-07 01:13:36,Debit,26097.41,INR,Net Banking,E-Commerce,Mumbai,D00130-1,Success,22.92,29.42,No,1,0,0,0,1,2026-04-25 18:08:42,60904.9,1,Mumbai,0,0,0,0,2026-04-25 18:08:42,42.295069444444444,1
T00010184,A000201,C00134,B023,2025-08-17 20:18:53,Credit,24904.88,INR,Net Banking,Fuel,Chennai,D00134-1,Success,19.9,4.4,No,1,0,0,0,1,2025-06-28 22:44:16,71854.61666666667,1,Chennai,0,0,0,1,2025-06-28 22:44:16,49.899039351851854,1
T00010529,A000202,C00134,B023,2026-01-18 13:02:03,Debit,27735.62,INR,ATM,Transfer,Chennai,D00134-1,Success,2.28,22.46,No,1,0,0,0,1,2025-12-18 22:12:38,44089.416666666664,1,Chennai,0,0,0,1,2025-12-18 22:12:38,30.617650462962963,1
T00021018,A000206,C00138,B017,2026-01-13 00:44:00,Debit,30267.78,INR,UPI,E-Commerce,Kochi,D00138-1,Success,14.3,10.61,No,1,0,0,0,1,2025-10-21 01:15:34,120928.43333333333,1,Kochi,0,0,0,0,2025-10-21 01:15:34,83.9780787037037,1
T00025923,A000208,C00139,B011,2025-08-24 04:04:03,Debit,34620.31,INR,Card,Grocery,Madurai,D00139-1,Success,9.47,22.52,No,1,0,0,0,1,2025-05-17 20:18:54,141585.15,1,Madurai,0,0,0,0,2025-05-17 20:18:54,98.32302083333333,1
T00003989,A000209,C00140,B017,2024-07-01 23:25:51,Debit,19844.64,INR,UPI,E-Commerce,Madurai,D00140-1,Success,16.23,7.92,No,1,0,0,0,1,2024-05-28 03:23:26,50162.416666666664,1,Madurai,0,0,1,0,2024-05-28 03:23:26,34.83501157407407,1
T00021508,A000215,C00146,B016,2025-05-03 17:38:21,Credit,21517.46,INR,UPI,Travel,Kochi,D00146-1,Success,33.12,16.74,No,1,0,0,0,1,2025-03-18 06:48:04,66890.28333333334,1,Kochi,0,0,1,1,2025-03-18 06:48:04,46.451585648148146,1
T00007593,A000216,C00147,B022,2026-01-04 23:44:05,Debit,35523.39,INR,Net Banking,Grocery,Mumbai,D00147-1,Failed,21.4,21.51,No,1,0,0,1,2,2025-11-15 00:09:56,73414.15,1,Mumbai,0,0,1,0,2025-11-15 00:09:56,50.98204861111111,1
T00020441,A000217,C00148,B016,2025-04-02 23:22:50,Credit,22988.11,INR,Card,ATM,Kolkata,D00148-1,Success,26.3,25.23,No,1,0,0,0,1,2025-02-13 03:09:53,70332.95,1,Kolkata,0,0,0,1,2025-02-13 03:09:53,48.842326388888885,1
T00006017,A000222,C00150,B025,2026-07-20 09:50:30,Debit,20502.4,INR,Card,Transfer,Madurai,D00150-1,Failed,34.15,15.18,No,1,0,0,1,2,2026-05-29 08:55:31,74934.98333333334,1,Madurai,0,0,0,0,2026-05-29 08:55:31,52.03818287037037,1
T00016812,A000225,C00152,B007,2025-04-02 02:00:03,Debit,25852.04,INR,UPI,Travel,Chennai,D00152-1,Success,33.2,22.11,No,1,0,0,0,1,2024-11-20 10:37:51,191002.2,1,Chennai,0,0,0,1,2024-11-20 10:37:51,132.64041666666665,1
T00008751,A000226,C00153,B008,2024-09-26 06:54:30,Debit,26570.9,INR,ATM,Transfer,Kochi,D00153-1,Success,23.32,8.49,No,1,0,0,0,1,2024-06-30 19:53:50,125940.66666666667,1,Kochi,0,0,0,0,2024-06-30 19:53:50,87.4587962962963,1
T00008303,A000226,C00153,B008,2025-02-11 02:59:33,Debit,70349.26,INR,UPI,Fuel,Kochi,D00153-1,Success,5.1,21.23,No,1,0,0,0,1,2024-10-20 13:28:57,163530.6,1,Kochi,0,0,0,0,2024-10-20 13:28:57,113.56291666666667,1
T00011933,A000229,C00156,B010,2026-08-20 00:25:02,Credit,47199.17,INR,Card,Travel,Hyderabad,D00156-1,Success,25.7,19.17,No,1,0,0,0,1,2026-07-14 10:51:44,52653.3,1,Hyderabad,0,0,0,1,2026-07-14 10:51:44,36.564791666666665,1
T00003405,A000231,C00157,B023,2026-07-19 23:45:27,Credit,57764.81,INR,Card,Utilities,Delhi,D00157-1,Success,15.17,10.11,No,1,0,0,0,1,2026-04-26 13:35:18,121570.15,1,Delhi,0,0,0,1,2026-04-26 13:35:18,84.42371527777777,1
T00026001,A000233,C00159,B009,2025-08-22 10:03:00,Debit,59391.09,INR,Mobile Banking,Transfer,Hyderabad,D00159-2,Success,20.0,12.0,Yes,1,0,0,0,1,2025-07-13 19:21:09,57041.85,1,Hyderabad,1,0,1,1,2025-07-13 19:21:09,39.61239583333333,1
T00003502,A000234,C00160,B010,2026-04-21 15:03:37,Debit,19932.72,INR,Mobile Banking,Dining,Mumbai,D00160-1,Failed,17.45,26.62,No,1,0,0,1,2,2026-02-26 02:56:36,78487.01666666666,1,Mumbai,0,0,0,0,2026-02-26 02:56:36,54.504872685185184,1
T00013311,A000238,C00163,B016,2025-09-05 12:14:04,Credit,19776.76,INR,ATM,Dining,Pune,D00163-1,Success,30.94,23.05,No,1,0,0,0,1,2025-07-30 13:01:17,53232.78333333333,1,Pune,0,0,0,0,2025-07-30 13:01:17,36.967210648148146,1
T00008154,A000239,C00164,B024,2024-07-23 07:08:58,Debit,28045.35,INR,UPI,Travel,Coimbatore,D00164-1,Success,22.17,24.91,No,1,0,0,0,1,2024-06-22 05:37:20,44731.63333333333,1,Coimbatore,0,0,0,1,2024-06-22 05:37:20,31.06363425925926,1
T00002621,A000240,C00164,B024,2025-07-12 13:20:39,Debit,27048.42,INR,Card,ATM,Coimbatore,D00164-1,Success,25.47,3.33,No,1,0,0,0,1,2025-04-17 16:51:00,123629.65,1,Coimbatore,0,0,0,1,2025-04-17 16:51:00,85.85392361111111,1
T00017289,A000244,C00167,B001,2024-08-02 23:26:27,Debit,41342.72,INR,UPI,Healthcare,Pune,D00167-1,Success,26.39,11.45,No,1,0,0,0,1,2024-05-24 20:47:33,100958.9,1,Pune,0,0,1,1,2024-05-24 20:47:33,70.11034722222222,1
T00007819,A000248,C00169,B008,2024-06-09 08:19:28,Debit,28469.88,INR,Card,Transfer,Chennai,D00169-1,Success,8.84,11.87,No,1,0,0,0,1,2024-04-21 17:45:00,69994.46666666666,1,Chennai,0,0,0,1,2024-04-21 17:45:00,48.60726851851852,1
T00021822,A000251,C00172,B008,2025-04-25 16:38:37,Debit,58713.62,INR,Net Banking,Utilities,Kolkata,D00172-1,Success,13.17,2.39,No,1,0,0,0,1,2025-03-15 06:43:03,59635.566666666666,1,Kolkata,0,0,0,0,2025-03-15 06:43:03,41.413587962962964,1
T00012305,A000255,C00175,B013,2026-02-22 01:20:38,Debit,32399.93,INR,Mobile Banking,Grocery,Chennai,D00175-1,Success,20.37,16.79,No,1,0,0,0,1,2025-11-12 23:20:00,145560.63333333333,1,Chennai,0,0,0,1,2025-11-12 23:20:00,101.08377314814815,1
