transaction_id,account_id,customer_id,branch_id,transaction_datetime,transaction_type,transaction_amount,currency,channel,merchant_category,transaction_city,device_id,transaction_status,fee_amount,operational_cost,fraud_confirmed,high_value_flag,rapid_transaction_flag,location_change_flag,failed_transaction_flag,basic_fraud_flag_count,unusual_amount_flag,multiple_device_flag,unusual_merchant_flag,repeated_failed_flag,failed_login_flag,high_value_after_dormant_flag,fraud_risk_score,fraud_risk_level,predicted_fraud
T00024253,A000003,C00002,B017,2024-12-05 04:29:55,Credit,5953.44,INR,ATM,Utilities,Kochi,D00002-1,Success,5.97,2.45,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00010569,A000003,C00002,B017,2024-12-31 16:26:31,Debit,5037.25,INR,UPI,Utilities,Kochi,D00002-1,Success,26.54,21.98,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00021016,A000002,C00002,B017,2025-02-13 11:25:35,Debit,483.13,INR,UPI,Fuel,Kochi,D00002-1,Success,6.7,29.26,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00002321,A000002,C00002,B017,2025-02-25 19:03:34,Credit,2532.23,INR,Card,Travel,Kochi,D00002-1,Success,23.77,29.42,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00007722,A000002,C00002,B017,2025-03-24 09:25:13,Debit,3203.51,INR,Mobile Banking,Electronics,Kochi,D00002-1,Success,17.61,14.68,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00019947,A000002,C00002,B017,2025-04-12 04:39:08,Debit,1654.58,INR,UPI,Electronics,Kochi,D00002-1,Success,16.93,20.03,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00002276,A000003,C00002,B017,2025-09-10 12:27:29,Debit,1885.42,INR,Mobile Banking,ATM,Kochi,D00002-1,Success,32.71,14.51,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00022144,A000003,C00002,B017,2025-09-18 13:29:37,Debit,12447.66,INR,UPI,E-Commerce,Kochi,D00002-1,Success,10.35,20.92,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00023249,A000003,C00002,B017,2025-10-05 13:25:03,Debit,2842.08,INR,Branch,Fuel,Kochi,D00002-1,Success,1.99,4.93,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00022116,A000002,C00002,B017,2025-11-13 18:42:20,Debit,3166.73,INR,Mobile Banking,ATM,Kochi,D00002-1,Success,10.33,7.67,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00011389,A000003,C00002,B017,2025-11-21 02:10:45,Credit,2951.35,INR,Mobile Banking,Fuel,Kochi,D00002-1,Success,4.19,17.85,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00024920,A000003,C00002,B017,2025-11-30 02:13:41,Credit,32727.12,INR,Net Banking,Travel,Kochi,D00002-1,Success,8.05,2.24,No,1,0,0,0,1,1,0,0,0,0,0,20,Medium,No
T00001292,A000003,C00002,B017,2025-12-07 03:53:08,Debit,5582.67,INR,UPI,E-Commerce,Kochi,D00002-1,Success,2.45,3.83,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00003103,A000003,C00002,B017,2025-12-23 19:53:03,Credit,6605.32,INR,Net Banking,Electronics,Kochi,D00002-1,Failed,32.38,9.55,No,0,0,0,1,1,0,0,0,0,0,0,0,Low,No
T00004149,A000002,C00002,B017,2026-01-31 06:47:40,Debit,21136.66,INR,UPI,Dining,Kochi,D00002-1,Success,10.28,12.5,No,1,0,0,0,1,1,0,0,0,0,1,30,Medium,No
T00007377,A000002,C00002,B017,2026-03-30 03:04:08,Debit,1006.15,INR,Card,Dining,Kochi,D00002-1,Success,28.32,22.33,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00015385,A000003,C00002,B017,2026-04-18 18:41:05,Credit,1304.48,INR,Card,Fuel,Kochi,D00002-1,Success,2.34,7.07,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00001728,A000003,C00002,B017,2026-06-17 16:49:16,Debit,30517.2,INR,Net Banking,Utilities,Kochi,D00002-1,Success,21.96,15.53,No,1,0,0,0,1,1,0,0,0,0,1,30,Medium,No
T00021149,A000003,C00002,B017,2026-07-25 00:59:49,Debit,23618.92,INR,UPI,Dining,Kochi,D00002-1,Success,23.04,13.8,No,1,0,0,0,1,1,0,0,0,0,1,30,Medium,No
T00009933,A000003,C00002,B017,2026-08-13 09:25:20,Debit,2804.1,INR,UPI,Fuel,Kochi,D00002-1,Success,17.02,8.84,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00006779,A000005,C00003,B022,2024-03-03 18:53:07,Credit,872.14,INR,UPI,Fuel,Kolkata,D00003-1,Success,26.48,3.0,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00013672,A000005,C00003,B022,2024-08-19 17:42:54,Debit,11697.91,INR,Mobile Banking,Dining,Kolkata,D00003-1,Failed,3.72,21.09,No,0,0,0,1,1,0,0,0,0,0,0,0,Low,No
T00021944,A000005,C00003,B022,2024-09-28 14:43:58,Credit,991.12,INR,Net Banking,Healthcare,Kolkata,D00003-1,Success,24.29,7.69,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00017127,A000005,C00003,B022,2025-03-11 06:11:47,Debit,31311.0,INR,Card,Utilities,Kolkata,D00003-1,Success,29.1,17.11,No,1,0,0,0,1,1,0,0,0,0,1,30,Medium,No
T00025811,A000005,C00003,B022,2025-06-03 10:46:09,Debit,2222.78,INR,Mobile Banking,Dining,Kolkata,D00003-1,Success,23.74,5.93,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00015134,A000005,C00003,B022,2025-08-12 00:40:56,Debit,13895.79,INR,Branch,Electronics,Kolkata,D00003-1,Success,26.66,26.54,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00012244,A000005,C00003,B022,2025-11-15 00:08:03,Debit,6517.6,INR,Card,Fuel,Kolkata,D00003-1,Success,14.11,5.15,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00006321,A000005,C00003,B022,2025-12-03 01:16:49,Debit,1973.87,INR,Card,Dining,Kolkata,D00003-1,Success,30.16,12.59,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00008236,A000005,C00003,B022,2026-01-04 15:32:02,Debit,2178.96,INR,Card,ATM,Kolkata,D00003-1,Success,13.95,23.81,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00015908,A000005,C00003,B022,2026-01-27 05:38:58,Credit,7769.13,INR,Mobile Banking,Dining,Kolkata,D00003-1,Success,30.19,14.72,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00016494,A000004,C00003,B022,2026-03-26 21:24:15,Debit,20228.24,INR,Net Banking,E-Commerce,Kolkata,D00003-1,Success,32.62,7.24,No,1,0,0,0,1,1,0,0,0,0,1,30,Medium,No
T00000192,A000004,C00003,B022,2026-04-01 18:29:16,Credit,5284.0,INR,Mobile Banking,ATM,Kolkata,D00003-1,Success,24.06,21.89,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00001742,A000005,C00003,B022,2026-04-02 23:45:00,Debit,7367.83,INR,Mobile Banking,Transfer,Kolkata,D00003-1,Success,4.01,27.36,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00000973,A000004,C00003,B022,2026-04-03 13:42:53,Credit,13161.66,INR,Card,Dining,Kolkata,D00003-1,Success,26.55,12.26,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00025842,A000004,C00003,B022,2026-04-05 10:40:41,Debit,1874.62,INR,UPI,Utilities,Kolkata,D00003-1,Success,22.47,14.35,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00016772,A000004,C00003,B022,2026-04-06 00:03:42,Debit,13259.12,INR,Net Banking,Healthcare,Kolkata,D00003-1,Success,21.39,22.73,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00013815,A000005,C00003,B022,2026-04-28 06:20:20,Credit,5005.26,INR,ATM,Grocery,Kolkata,D00003-1,Success,3.96,4.39,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00025817,A000004,C00003,B022,2026-04-30 05:40:36,Debit,843.99,INR,Card,Travel,Kolkata,D00003-1,Success,25.64,4.96,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00025764,A000004,C00003,B022,2026-05-31 00:00:59,Debit,5130.84,INR,Card,Dining,Kolkata,D00003-1,Success,9.88,11.01,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00009491,A000005,C00003,B022,2026-06-12 02:28:13,Debit,1451.36,INR,Mobile Banking,Grocery,Kolkata,D00003-1,Success,14.13,15.82,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00006853,A000004,C00003,B022,2026-06-19 09:50:17,Credit,4047.39,INR,UPI,Dining,Kolkata,D00003-1,Success,23.05,4.16,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00021552,A000004,C00003,B022,2026-06-22 12:22:42,Credit,12149.3,INR,Card,Fuel,Kolkata,D00003-1,Success,4.21,16.14,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00009516,A000004,C00003,B022,2026-07-09 01:48:44,Debit,10863.01,INR,Mobile Banking,Utilities,Kolkata,D00003-1,Success,30.26,15.24,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00025358,A000004,C00003,B022,2026-07-15 13:19:56,Credit,1926.27,INR,Net Banking,ATM,Kolkata,D00003-1,Success,30.96,12.19,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00006061,A000004,C00003,B022,2026-07-17 08:17:11,Debit,6464.53,INR,UPI,E-Commerce,Kolkata,D00003-1,Success,0.6,8.92,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00014889,A000004,C00003,B022,2026-07-19 22:36:41,Credit,9835.96,INR,ATM,Utilities,Kolkata,D00003-1,Success,6.22,24.52,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00001447,A000004,C00003,B022,2026-07-25 10:17:50,Debit,7238.27,INR,Branch,Utilities,Kolkata,D00003-1,Success,0.3,29.8,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00020759,A000004,C00003,B022,2026-08-14 22:56:19,Credit,6405.3,INR,Mobile Banking,Electronics,Kolkata,D00003-1,Success,26.76,13.21,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00022424,A000005,C00003,B022,2026-08-18 11:58:04,Credit,5224.03,INR,UPI,E-Commerce,Kolkata,D00003-1,Success,25.39,15.92,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00000612,A000005,C00003,B022,2026-08-21 00:06:57,Debit,36868.5,INR,Card,Dining,Kolkata,D00003-1,Success,30.52,6.01,No,1,0,0,0,1,1,0,0,0,0,0,20,Medium,No
T00012375,A000007,C00004,B017,2024-01-02 11:06:21,Debit,8063.83,INR,ATM,Travel,Kolkata,D00004-1,Success,0.34,15.27,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00008370,A000007,C00004,B017,2024-01-27 13:38:39,Credit,4624.37,INR,Mobile Banking,E-Commerce,Kolkata,D00004-1,Success,17.76,15.65,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00018258,A000006,C00004,B017,2024-03-14 19:22:12,Debit,8623.0,INR,UPI,E-Commerce,Kolkata,D00004-1,Success,29.79,28.29,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00001997,A000007,C00004,B017,2024-05-08 20:31:41,Credit,8481.76,INR,ATM,Healthcare,Kolkata,D00004-1,Success,19.48,11.46,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00023847,A000007,C00004,B017,2024-05-15 07:20:14,Debit,651.91,INR,UPI,E-Commerce,Kolkata,D00004-1,Success,15.42,9.44,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00014019,A000006,C00004,B017,2024-05-21 11:01:25,Credit,5475.65,INR,ATM,Healthcare,Kolkata,D00004-1,Success,26.81,28.9,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00018511,A000006,C00004,B017,2024-05-22 16:38:44,Debit,13949.14,INR,Mobile Banking,Electronics,Kolkata,D00004-1,Success,10.61,17.17,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00012059,A000006,C00004,B017,2024-05-30 12:07:28,Debit,443.85,INR,UPI,Fuel,Kolkata,D00004-1,Success,4.63,26.07,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00007506,A000006,C00004,B017,2024-06-08 20:41:50,Debit,9649.22,INR,Net Banking,Electronics,Kolkata,D00004-1,Failed,7.75,10.63,No,0,0,0,1,1,0,0,0,0,1,0,5,Low,No
T00006469,A000007,C00004,B017,2024-06-12 23:04:20,Debit,13238.15,INR,Mobile Banking,Travel,Kolkata,D00004-1,Success,30.85,26.38,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00013034,A000007,C00004,B017,2024-06-26 02:33:25,Credit,2946.9,INR,Card,Electronics,Kolkata,D00004-1,Success,15.77,18.2,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00019663,A000006,C00004,B017,2024-07-15 16:01:59,Debit,4586.91,INR,Mobile Banking,Travel,Kolkata,D00004-1,Success,2.47,11.12,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00025734,A000007,C00004,B017,2024-08-03 05:36:31,Debit,898.92,INR,Card,ATM,Kolkata,D00004-1,Success,24.96,15.4,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00004851,A000007,C00004,B017,2024-08-14 23:10:19,Debit,4998.35,INR,Card,Healthcare,Kolkata,D00004-1,Success,21.23,19.62,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00018402,A000006,C00004,B017,2024-09-28 13:53:38,Debit,3829.35,INR,Card,ATM,Kolkata,D00004-1,Success,21.36,14.03,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00004830,A000006,C00004,B017,2024-11-07 03:25:17,Debit,8844.31,INR,ATM,Dining,Kolkata,D00004-1,Success,8.99,27.74,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00014750,A000006,C00004,B017,2024-11-10 04:50:52,Debit,23971.48,INR,Net Banking,Electronics,Kolkata,D00004-1,Success,30.18,27.5,No,1,0,0,0,1,1,0,0,0,1,0,25,Medium,No
T00021767,A000007,C00004,B017,2024-11-18 22:28:15,Debit,1649.24,INR,ATM,Grocery,Kolkata,D00004-1,Success,24.04,29.73,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00017201,A000007,C00004,B017,2024-12-05 14:51:07,Credit,1904.26,INR,UPI,Travel,Kolkata,D00004-1,Success,16.91,17.26,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00020813,A000007,C00004,B017,2025-01-16 09:16:39,Debit,3920.64,INR,Net Banking,Healthcare,Kolkata,D00004-1,Success,18.92,15.36,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00015481,A000007,C00004,B017,2025-02-09 08:39:01,Debit,7526.92,INR,Net Banking,Dining,Kolkata,D00004-1,Success,6.0,23.05,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00011895,A000007,C00004,B017,2025-04-16 19:42:18,Credit,23183.66,INR,UPI,Travel,Kolkata,D00004-1,Success,9.64,16.59,No,1,0,0,0,1,1,0,0,0,1,1,35,Medium,No
T00023550,A000007,C00004,B017,2025-04-19 11:23:13,Credit,1702.09,INR,Branch,Grocery,Kolkata,D00004-1,Success,15.95,9.51,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00001744,A000007,C00004,B017,2025-04-28 20:38:45,Debit,635.12,INR,Net Banking,Healthcare,Kolkata,D00004-1,Success,4.17,14.71,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00007762,A000006,C00004,B017,2025-06-16 07:53:38,Debit,1187.11,INR,Net Banking,Electronics,Kolkata,D00004-1,Success,28.82,22.86,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00019449,A000006,C00004,B017,2025-07-15 01:51:02,Debit,3633.01,INR,ATM,Travel,Kolkata,D00004-1,Success,27.51,2.41,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00018463,A000006,C00004,B017,2025-08-10 22:52:23,Debit,13799.07,INR,Card,ATM,Kolkata,D00004-1,Success,25.16,21.85,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00012067,A000007,C00004,B017,2025-08-16 08:19:28,Credit,4949.88,INR,Card,ATM,Kolkata,D00004-1,Success,25.79,16.62,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00021882,A000006,C00004,B017,2025-08-25 21:39:13,Debit,3632.92,INR,Card,ATM,Kolkata,D00004-1,Success,26.27,13.3,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00021438,A000006,C00004,B017,2025-09-12 22:22:14,Debit,17395.94,INR,ATM,Travel,Kolkata,D00004-1,Success,20.47,23.67,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00001941,A000006,C00004,B017,2025-11-12 16:19:45,Debit,2379.58,INR,Net Banking,Transfer,Kolkata,D00004-1,Success,13.22,24.95,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00025820,A000007,C00004,B017,2026-02-13 05:24:54,Debit,6018.64,INR,Card,E-Commerce,Kolkata,D00004-1,Success,0.82,14.88,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00007560,A000007,C00004,B017,2026-03-28 06:29:58,Debit,12792.88,INR,Card,Utilities,Kolkata,D00004-1,Success,17.62,23.23,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00007925,A000007,C00004,B017,2026-03-29 21:33:42,Debit,5756.93,INR,Net Banking,Grocery,Kolkata,D00004-1,Success,32.11,15.93,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00012270,A000006,C00004,B017,2026-04-11 02:48:36,Debit,6251.44,INR,UPI,Utilities,Kolkata,D00004-1,Success,1.1,7.19,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00006307,A000007,C00004,B017,2026-04-19 05:53:44,Credit,1811.9,INR,Mobile Banking,Grocery,Kolkata,D00004-1,Success,24.68,19.96,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00024112,A000007,C00004,B017,2026-06-16 01:40:24,Debit,2406.64,INR,UPI,Travel,Kolkata,D00004-1,Success,25.29,26.79,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00009337,A000007,C00004,B017,2026-07-21 09:51:18,Debit,3229.63,INR,UPI,Electronics,Kolkata,D00004-1,Success,31.71,25.26,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00023484,A000007,C00004,B017,2026-07-24 22:50:34,Debit,26117.22,INR,UPI,Healthcare,Kolkata,D00004-1,Success,12.87,18.6,No,1,0,0,0,1,1,0,0,0,1,0,25,Medium,No
T00017838,A000007,C00004,B017,2026-07-28 03:16:21,Credit,2400.69,INR,Net Banking,Electronics,Kolkata,D00004-1,Success,12.77,22.87,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00022342,A000007,C00004,B017,2026-08-29 12:24:09,Credit,2486.89,INR,Card,Electronics,Kolkata,D00004-1,Failed,32.43,12.8,No,0,0,0,1,1,0,0,0,0,1,0,5,Low,No
T00025267,A000008,C00005,B001,2024-02-03 12:14:07,Debit,5239.69,INR,UPI,Travel,Mumbai,D00005-1,Success,22.46,9.61,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00008845,A000008,C00005,B001,2024-02-03 23:50:10,Debit,3238.87,INR,Mobile Banking,E-Commerce,Mumbai,D00005-1,Success,31.47,6.5,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00013608,A000008,C00005,B001,2024-02-27 19:17:58,Debit,656.69,INR,UPI,E-Commerce,Mumbai,D00005-1,Success,28.3,28.91,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00020575,A000008,C00005,B001,2024-03-09 05:43:52,Debit,17199.46,INR,UPI,Utilities,Mumbai,D00005-1,Failed,6.91,18.68,No,0,0,0,1,1,0,0,0,0,0,0,0,Low,No
T00022934,A000008,C00005,B001,2024-05-03 02:46:35,Debit,28279.31,INR,Card,Fuel,Mumbai,D00005-1,Success,8.22,15.85,No,1,0,0,0,1,1,0,0,0,0,1,30,Medium,No
T00004007,A000008,C00005,B001,2024-05-28 22:54:25,Debit,2421.98,INR,Mobile Banking,Transfer,Mumbai,D00005-1,Success,34.07,16.78,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00004695,A000008,C00005,B001,2024-08-12 13:18:35,Credit,3453.28,INR,UPI,Utilities,Mumbai,D00005-1,Success,5.38,20.71,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
